product_id,product_category_name
P16044,health_beauty
P10666,auto
P1442,housewares
P23865,garden_tools
P28025,perfumery
P21686,auto
P4431,perfumery
P28964,auto
P13727,perfumery
P26054,watches_gifts
P12390,health_beauty
P11107,bed_bath_table
P3306,cool_stuff
P10098,fashion_bags_accessories
P21127,stationery
P15003,sports_leisure
P16897,sports_leisure
P9679,watches_gifts
P16035,sports_leisure
P17811,stationery
P21050,electronics
P30465,housewares
P4916,watches_gifts
P16122,housewares
P5226,cool_stuff
P24945,furniture_decor
P1267,auto
P16242,electronics
P28336,toys
P29927,garden_tools
P6507,health_beauty
P21441,sports_leisure
P21866,home_appliances
P11582,computers_accessories
P3357,perfumery
P29260,watches_gifts
P17179,furniture_decor
P27940,bed_bath_table
P24681,garden_tools
P5504,electronics
P26046,electronics
P26741,electronics
P12095,perfumery
P3134,bed_bath_table
P18629,auto
P22058,toys
P21653,fashion_bags_accessories
P1221,fashion_shoes
P28676,office_furniture
P24810,auto
P7623,costruction_tools_tools
P20155,computers_accessories
P16155,toys
P30732,computers_accessories
P16800,fashio_female_clothing
P5518,cool_stuff
P8349,housewares
P10137,office_furniture
P8225,watches_gifts
P5612,furniture_decor
P19252,health_beauty
P1984,office_furniture
P10,furniture_decor
P2667,health_beauty
P2940,industry_commerce_and_business
P2017,furniture_decor
P2751,fashion_underwear_beach
P29901,bed_bath_table
P21876,housewares
P6758,sports_leisure
P7786,cool_stuff
P10312,garden_tools
P4644,health_beauty
P1494,bed_bath_table
P23021,housewares
P4502,bed_bath_table
P835,computers_accessories
P22062,bed_bath_table
P6171,bed_bath_table
P10544,bed_bath_table
P10577,bed_bath_table
P1454,garden_tools
P1299,sports_leisure
P27697,bed_bath_table
P25219,housewares
P780,stationery
P20441,small_appliances
P6107,furniture_decor
P13018,cool_stuff
P16142,watches_gifts
P7838,bed_bath_table
P17133,dvds_blu_ray
P12582,computers_accessories
P18418,bed_bath_table
P25813,sports_leisure
P20611,auto
P16225,construction_tools_safety
P15816,baby
P28952,health_beauty
P27392,baby
P11013,sports_leisure
P15563,watches_gifts
P9877,sports_leisure
P10484,fashion_bags_accessories
P17336,garden_tools
P27228,office_furniture
P27810,health_beauty
P15926,housewares
P22885,luggage_accessories
P20191,perfumery
P185,perfumery
P6904,home_appliances
P25421,bed_bath_table
P20697,furniture_decor
P14347,food
P29485,baby
P7817,baby
P19661,cool_stuff
P27355,electronics
P16872,computers_accessories
P8978,stationery
P7823,furniture_decor
P24750,toys
P30722,electronics
P22192,auto
P23226,auto
P9913,perfumery
P29687,sports_leisure
P30523,housewares
P9587,bed_bath_table
P7792,luggage_accessories
P806,furniture_decor
P23408,health_beauty
P1621,perfumery
P17901,sports_leisure
P17298,sports_leisure
P25315,fashion_bags_accessories
P18703,bed_bath_table
P980,fashion_bags_accessories
P4970,toys
P1309,furniture_decor
P16504,bed_bath_table
P31136,bed_bath_table
P14266,auto
P23003,telephony
P15823,fixed_telephony
P15683,garden_tools
P28700,furniture_living_room
P28943,baby
P6620,tablets_printing_image
P5037,perfumery
P8242,musical_instruments
P30237,health_beauty
P20179,home_construction
P13955,bed_bath_table
P20892,housewares
P16109,small_appliances
P21926,health_beauty
P20867,housewares
P14603,health_beauty
P25304,sports_leisure
P967,auto
P14067,market_place
P31532,baby
P27612,home_appliances_2
P30609,housewares
P7885,furniture_decor
P9923,musical_instruments
P31029,telephony
P28889,toys
P12584,luggage_accessories
P5183,sports_leisure
P6708,home_confort
P17980,sports_leisure
P24350,garden_tools
P10337,watches_gifts
P10090,perfumery
P24267,sports_leisure
P28656,industry_commerce_and_business
P9690,housewares
P2800,watches_gifts
P29738,furniture_decor
P1800,health_beauty
P1696,construction_tools_construction
P20942,auto
P26092,watches_gifts
P26776,housewares
P870,sports_leisure
P76,housewares
P18729,bed_bath_table
P1673,computers_accessories
P22519,health_beauty
P8236,watches_gifts
P25245,small_appliances
P10832,bed_bath_table
P19479,market_place
P24557,cool_stuff
P20247,sports_leisure
P7525,toys
P19180,cool_stuff
P12320,health_beauty
P25081,baby
P31065,fashion_bags_accessories
P28195,office_furniture
P19590,electronics
P2608,housewares
P16118,electronics
P19749,electronics
P17427,health_beauty
P22350,health_beauty
P7039,bed_bath_table
P17610,auto
P17207,watches_gifts
P5424,sports_leisure
P20586,sports_leisure
P13381,furniture_decor
P8348,bed_bath_table
P14974,health_beauty
P29374,bed_bath_table
P7135,perfumery
P9113,watches_gifts
P1671,computers_accessories
P25299,housewares
P23725,kitchen_dining_laundry_garden_furniture
P1444,bed_bath_table
P5176,perfumery
P30310,housewares
P24110,telephony
P6736,electronics
P12927,bed_bath_table
P12034,garden_tools
P10209,baby
P4765,furniture_decor
P1965,home_construction
P14470,kitchen_dining_laundry_garden_furniture
P25444,bed_bath_table
P5407,housewares
P23894,bed_bath_table
P2931,auto
P25582,auto
P23231,cool_stuff
P18403,health_beauty
P25767,fashion_bags_accessories
P645,sports_leisure
P6068,electronics
P28301,stationery
P14711,health_beauty
P22987,toys
P29146,computers_accessories
P3113,health_beauty
P10291,computers_accessories
P209,furniture_decor
P3144,computers_accessories
P649,construction_tools_lights
P10424,watches_gifts
P13849,office_furniture
P25392,computers_accessories
P19067,furniture_decor
P852,bed_bath_table
P28248,housewares
P27425,furniture_decor
P1898,watches_gifts
P25541,bed_bath_table
P27108,cool_stuff
P26564,fixed_telephony
P17466,pet_shop
P11032,pet_shop
P10770,electronics
P2679,housewares
P29102,furniture_decor
P23106,health_beauty
P16071,furniture_decor
P16266,cool_stuff
P28489,perfumery
P17599,auto
P9435,health_beauty
P13165,auto
P13227,electronics
P20736,sports_leisure
P3526,sports_leisure
P6548,bed_bath_table
P14395,health_beauty
P9108,bed_bath_table
P14217,bed_bath_table
P19720,housewares
P7049,health_beauty
P21593,luggage_accessories
P25684,baby
P11319,housewares
P18864,air_conditioning
P19266,watches_gifts
P21200,christmas_supplies
P14424,watches_gifts
P26989,fashion_bags_accessories
P29848,garden_tools
P25526,fashion_bags_accessories
P28998,health_beauty
P6696,housewares
P12162,baby
P17335,telephony
P9643,home_confort
P6617,computers_accessories
P22614,telephony
P19898,baby
P4368,housewares
P838,garden_tools
P28037,watches_gifts
P23678,bed_bath_table
P23351,bed_bath_table
P14453,bed_bath_table
P15205,stationery
P6002,toys
P28086,sports_leisure
P2163,agro_industry_and_commerce
P17608,housewares
P7513,computers_accessories
P30170,health_beauty
P28271,perfumery
P10186,computers_accessories
P16882,housewares
P12554,fixed_telephony
P18626,watches_gifts
P14721,pet_shop
P29736,home_appliances
P20555,fashion_underwear_beach
P23845,watches_gifts
P19736,fashion_bags_accessories
P8423,watches_gifts
P3353,bed_bath_table
P4668,electronics
P31045,auto
P18083,auto
P30572,stationery
P6765,bed_bath_table
P9979,telephony
P2928,watches_gifts
P3207,sports_leisure
P2871,bed_bath_table
P1266,health_beauty
P23031,computers_accessories
P25664,electronics
P11026,sports_leisure
P17716,watches_gifts
P4961,perfumery
P18230,electronics
P14,computers_accessories
P29588,furniture_decor
P31534,garden_tools
P953,fashion_bags_accessories
P17588,fashion_bags_accessories
P9732,toys
P1318,consoles_games
P26702,bed_bath_table
P10955,consoles_games
P6005,furniture_decor
P11985,housewares
P19419,furniture_decor
P979,office_furniture
P14114,toys
P28270,sports_leisure
P7858,auto
P6250,housewares
P19341,bed_bath_table
P22339,bed_bath_table
P15158,luggage_accessories
P7296,stationery
P31597,health_beauty
P19076,sports_leisure
P1265,computers_accessories
P14994,pet_shop
P19096,bed_bath_table
P19524,housewares
P24480,furniture_decor
P10038,home_appliances
P39,perfumery
P11731,costruction_tools_tools
P11628,furniture_decor
P6147,cool_stuff
P17865,computers_accessories
P15210,watches_gifts
P31413,costruction_tools_garden
P10533,garden_tools
P29684,housewares
P8015,stationery
P22784,health_beauty
P27926,pet_shop
P22172,cool_stuff
P3414,computers_accessories
P18302,bed_bath_table
P30655,home_construction
P26028,telephony
P21334,drinks
P11261,housewares
P20626,garden_tools
P2190,home_appliances
P22304,furniture_decor
P27509,books_general_interest
P30862,bed_bath_table
P24447,furniture_decor
P14394,computers_accessories
P5907,air_conditioning
P6855,computers_accessories
P28331,computers_accessories
P964,sports_leisure
P2621,watches_gifts
P12549,bed_bath_table
P19958,computers_accessories
P28260,bed_bath_table
P18106,telephony
P28861,housewares
P18854,auto
P9894,computers_accessories
P8901,perfumery
P17437,market_place
P27199,housewares
P9965,art
P17711,sports_leisure
P28230,furniture_decor
P12524,sports_leisure
P26536,health_beauty
P422,bed_bath_table
P19318,watches_gifts
P13992,bed_bath_table
P10530,bed_bath_table
P23062,drinks
P24137,watches_gifts
P15482,housewares
P1123,health_beauty
P3037,housewares
P16055,baby
P29258,telephony
P5604,bed_bath_table
P28824,pet_shop
P17951,garden_tools
P19851,furniture_decor
P3124,furniture_decor
P24624,toys
P2195,baby
P27730,computers_accessories
P11925,computers_accessories
P15854,housewares
P20300,perfumery
P18771,stationery
P28582,auto
P16706,auto
P23756,furniture_decor
P2949,home_appliances_2
P16849,toys
P23941,health_beauty
P16258,health_beauty
P27360,garden_tools
P20310,garden_tools
P30035,bed_bath_table
P591,watches_gifts
P15203,furniture_living_room
P26038,housewares
P21779,garden_tools
P19190,home_construction
P3165,garden_tools
P16929,computers_accessories
P8213,cool_stuff
P9373,housewares
P22650,housewares
P15580,consoles_games
P28413,home_appliances
P2230,fashion_shoes
P27034,health_beauty
P21882,perfumery
P7646,watches_gifts
P4838,bed_bath_table
P28083,auto
P19555,housewares
P1440,health_beauty
P22707,auto
P17344,computers_accessories
P9371,auto
P16805,sports_leisure
P10067,home_appliances
P4109,perfumery
P28976,fashion_bags_accessories
P11539,bed_bath_table
P11862,cool_stuff
P9749,stationery
P31610,health_beauty
P10609,auto
P21737,luggage_accessories
P20481,furniture_decor
P14530,auto
P13652,furniture_decor
P24815,bed_bath_table
P17204,housewares
P25300,health_beauty
P13661,garden_tools
P25946,costruction_tools_tools
P30056,home_confort
P28411,bed_bath_table
P31449,computers_accessories
P30522,food_drink
P15152,market_place
P25966,computers_accessories
P18409,housewares
P6931,auto
P28501,signaling_and_security
P2215,sports_leisure
P7289,sports_leisure
P20358,food_drink
P10631,telephony
P8300,furniture_decor
P24759,drinks
P14679,sports_leisure
P11296,furniture_decor
P20658,health_beauty
P13850,toys
P9989,construction_tools_construction
P29705,home_construction
P1921,watches_gifts
P5232,perfumery
P5869,tablets_printing_image
P14669,perfumery
P10472,stationery
P7421,health_beauty
P13115,furniture_decor
P5993,health_beauty
P19477,bed_bath_table
P31588,furniture_decor
P8941,furniture_decor
P28559,computers_accessories
P28747,computers_accessories
P12246,cool_stuff
P18078,auto
P28117,furniture_decor
P9105,sports_leisure
P25791,industry_commerce_and_business
P27692,fashion_bags_accessories
P11529,electronics
P28118,fashion_bags_accessories
P4226,perfumery
P22907,electronics
P1719,watches_gifts
P24955,telephony
P4037,perfumery
P4850,furniture_decor
P19725,consoles_games
P13505,health_beauty
P19499,books_general_interest
P13508,bed_bath_table
P23566,luggage_accessories
P12875,health_beauty
P1589,computers_accessories
P58,sports_leisure
P28845,stationery
P10363,cool_stuff
P694,bed_bath_table
P5140,furniture_decor
P23533,computers_accessories
P18024,baby
P2272,cool_stuff
P184,home_appliances
P29977,cool_stuff
P21718,health_beauty
P3829,sports_leisure
P15593,housewares
P21266,housewares
P25779,computers_accessories
P26192,sports_leisure
P2350,sports_leisure
P9602,computers_accessories
P2055,electronics
P19120,electronics
P14811,watches_gifts
P27267,watches_gifts
P29601,watches_gifts
P9705,office_furniture
P10387,bed_bath_table
P26481,health_beauty
P1285,consoles_games
P9032,cool_stuff
P21333,books_general_interest
P31250,auto
P23699,auto
P3657,housewares
P11112,industry_commerce_and_business
P6809,watches_gifts
P2245,health_beauty
P29250,health_beauty
P5788,garden_tools
P13534,bed_bath_table
P13644,auto
P20293,computers_accessories
P23434,health_beauty
P14969,furniture_decor
P27260,telephony
P10801,bed_bath_table
P26105,housewares
P11831,health_beauty
P17751,housewares
P9527,health_beauty
P11308,furniture_decor
P11294,auto
P22027,pet_shop
P14565,baby
P7086,market_place
P4411,cool_stuff
P26249,perfumery
P7603,auto
P7251,sports_leisure
P21265,baby
P25784,furniture_decor
P20367,sports_leisure
P15223,health_beauty
P14101,furniture_decor
P12488,watches_gifts
P21932,office_furniture
P25610,small_appliances
P28319,telephony
P19161,computers_accessories
P23361,bed_bath_table
P17662,sports_leisure
P161,bed_bath_table
P23772,bed_bath_table
P13405,bed_bath_table
P11950,watches_gifts
P882,baby
P17342,sports_leisure
P3891,office_furniture
P23243,computers
P28627,watches_gifts
P20361,furniture_decor
P4327,stationery
P20465,computers_accessories
P5427,perfumery
P26839,perfumery
P17515,furniture_decor
P16217,sports_leisure
P818,bed_bath_table
P28737,health_beauty
P15101,stationery
P11136,furniture_decor
P5145,bed_bath_table
P29452,garden_tools
P10502,perfumery
P14561,perfumery
P22053,bed_bath_table
P14293,stationery
P23609,baby
P31613,agro_industry_and_commerce
P8502,fashion_bags_accessories
P9867,health_beauty
P24367,bed_bath_table
P14934,health_beauty
P23176,perfumery
P8137,sports_leisure
P2692,watches_gifts
P7001,watches_gifts
P3167,kitchen_dining_laundry_garden_furniture
P16027,furniture_decor
P18155,telephony
P16696,watches_gifts
P22989,sports_leisure
P23484,health_beauty
P19101,baby
P17593,health_beauty
P8018,bed_bath_table
P13430,watches_gifts
P26265,computers_accessories
P3843,baby
P14999,bed_bath_table
P14283,stationery
P1191,housewares
P20003,sports_leisure
P19553,stationery
P29227,baby
P5578,electronics
P12456,baby
P21174,home_appliances
P10426,bed_bath_table
P21698,furniture_bedroom
P19903,bed_bath_table
P20086,sports_leisure
P15231,health_beauty
P10301,furniture_decor
P6452,food_drink
P13397,housewares
P23290,air_conditioning
P15856,toys
P19714,cool_stuff
P16045,furniture_decor
P20806,sports_leisure
P23870,furniture_decor
P12247,auto
P30531,luggage_accessories
P14685,perfumery
P2510,audio
P3230,furniture_living_room
P10556,toys
P25709,bed_bath_table
P27003,cool_stuff
P12311,health_beauty
P14520,furniture_decor
P2932,air_conditioning
P8406,telephony
P5006,food_drink
P17803,electronics
P9137,pet_shop
P26443,sports_leisure
P26565,auto
P24950,fashion_bags_accessories
P19836,garden_tools
P1024,garden_tools
P31154,home_appliances
P11475,furniture_decor
P24935,furniture_decor
P27194,fashion_bags_accessories
P14269,fashion_bags_accessories
P12684,fashion_bags_accessories
P18076,toys
P1773,perfumery
P29310,home_construction
P5404,cool_stuff
P14459,sports_leisure
P12896,small_appliances
P29158,home_construction
P17094,cool_stuff
P23239,furniture_decor
P14866,health_beauty
P30692,housewares
P31079,toys
P14930,bed_bath_table
P28940,health_beauty
P24293,bed_bath_table
P17017,computers_accessories
P17880,bed_bath_table
P29110,perfumery
P21574,furniture_decor
P18504,health_beauty
P31420,cool_stuff
P30787,drinks
P2602,bed_bath_table
P6869,bed_bath_table
P8731,health_beauty
P30724,office_furniture
P30412,health_beauty
P24961,bed_bath_table
P15457,stationery
P5957,computers_accessories
P22132,health_beauty
P22415,books_general_interest
P17658,sports_leisure
P17037,watches_gifts
P7481,bed_bath_table
P24302,garden_tools
P20518,furniture_decor
P11732,toys
P23471,fashion_bags_accessories
P25583,sports_leisure
P1058,computers_accessories
P3768,fashion_bags_accessories
P22446,auto
P30068,furniture_decor
P21800,computers_accessories
P17945,sports_leisure
P10762,computers_accessories
P4132,housewares
P3565,toys
P3324,furniture_decor
P30487,furniture_decor
P12679,furniture_decor
P28681,auto
P9442,telephony
P25456,watches_gifts
P3317,health_beauty
P29858,cool_stuff
P7199,bed_bath_table
P1607,telephony
P22379,agro_industry_and_commerce
P26441,health_beauty
P181,auto
P25317,air_conditioning
P24473,sports_leisure
P720,auto
P6717,computers_accessories
P18781,computers_accessories
P23946,housewares
P1167,health_beauty
P9716,consoles_games
P21046,sports_leisure
P1976,computers_accessories
P24647,sports_leisure
P520,sports_leisure
P20038,perfumery
P10215,perfumery
P13011,bed_bath_table
P11184,books_imported
P20510,cool_stuff
P25849,toys
P28500,toys
P4044,garden_tools
P10693,furniture_decor
P18056,stationery
P22746,computers_accessories
P13422,consoles_games
P24683,bed_bath_table
P19121,industry_commerce_and_business
P18527,bed_bath_table
P28016,housewares
P2513,pet_shop
P20432,stationery
P36,furniture_decor
P20437,housewares
P5333,toys
P17544,computers_accessories
P65,toys
P20648,computers_accessories
P10915,sports_leisure
P11454,sports_leisure
P21140,bed_bath_table
P20776,bed_bath_table
P2174,bed_bath_table
P30276,office_furniture
P30905,sports_leisure
P14338,perfumery
P19475,home_appliances_2
P26825,housewares
P22125,sports_leisure
P20195,perfumery
P26453,computers_accessories
P1658,home_confort
P2278,bed_bath_table
P26976,luggage_accessories
P6418,cool_stuff
P20716,bed_bath_table
P22402,stationery
P26473,toys
P8435,bed_bath_table
P13576,books_technical
P4375,telephony
P16819,watches_gifts
P3102,watches_gifts
P20279,sports_leisure
P20378,furniture_decor
P14768,musical_instruments
P19218,furniture_decor
P27169,consoles_games
P16748,telephony
P31177,electronics
P22168,sports_leisure
P12398,health_beauty
P30773,toys
P25646,watches_gifts
P17189,computers_accessories
P25575,toys
P4201,telephony
P10042,health_beauty
P7084,garden_tools
P28105,housewares
P15174,kitchen_dining_laundry_garden_furniture
P3653,computers_accessories
P9537,health_beauty
P24400,watches_gifts
P14977,consoles_games
P1210,perfumery
P16340,toys
P8833,toys
P1205,furniture_decor
P7337,furniture_decor
P4349,housewares
P29450,furniture_decor
P31283,computers_accessories
P10232,sports_leisure
P8327,cool_stuff
P20853,agro_industry_and_commerce
P5004,telephony
P22383,health_beauty
P26696,furniture_decor
P26550,cool_stuff
P24240,cool_stuff
P12863,bed_bath_table
P14272,toys
P17303,watches_gifts
P27657,fashion_bags_accessories
P4974,sports_leisure
P12221,electronics
P1185,furniture_decor
P24515,bed_bath_table
P8230,watches_gifts
P21551,garden_tools
P396,telephony
P2983,stationery
P13725,electronics
P13541,bed_bath_table
P8302,toys
P18000,telephony
P11089,sports_leisure
P23028,bed_bath_table
P2853,health_beauty
P6290,health_beauty
P25906,health_beauty
P15999,consoles_games
P12271,furniture_living_room
P25195,health_beauty
P20936,bed_bath_table
P24170,watches_gifts
P29961,sports_leisure
P20585,cool_stuff
P30642,housewares
P831,toys
P11694,sports_leisure
P7612,bed_bath_table
P20302,computers_accessories
P13080,watches_gifts
P24338,sports_leisure
P1028,bed_bath_table
P16503,small_appliances
P419,furniture_decor
P30749,watches_gifts
P14287,sports_leisure
P18490,health_beauty
P24248,stationery
P16114,furniture_decor
P7496,auto
P26663,housewares
P5336,bed_bath_table
P3895,stationery
P16194,bed_bath_table
P15669,air_conditioning
P24834,health_beauty
P18940,garden_tools
P7470,construction_tools_construction
P24830,housewares
P16264,furniture_decor
P522,bed_bath_table
P14884,musical_instruments
P992,telephony
P4140,baby
P22478,watches_gifts
P24924,housewares
P18220,housewares
P15477,audio
P4259,auto
P8419,toys
P2699,bed_bath_table
P12910,bed_bath_table
P3444,home_construction
P9490,health_beauty
P18946,stationery
P13996,auto
P12387,small_appliances
P10616,computers_accessories
P16383,auto
P26048,bed_bath_table
P18515,housewares
P8185,health_beauty
P24273,costruction_tools_tools
P6890,baby
P14162,sports_leisure
P21143,auto
P25118,sports_leisure
P4851,housewares
P15197,sports_leisure
P4682,garden_tools
P15858,health_beauty
P23964,housewares
P7914,health_beauty
P26590,musical_instruments
P17836,electronics
P30662,watches_gifts
P4572,perfumery
P21300,furniture_decor
P22438,toys
P12518,health_beauty
P18413,baby
P14243,sports_leisure
P14298,toys
P26146,bed_bath_table
P26484,telephony
P27067,housewares
P17433,telephony
P27585,home_appliances
P14263,sports_leisure
P27247,office_furniture
P26830,housewares
P3969,computers_accessories
P23446,sports_leisure
P1890,bed_bath_table
P16416,telephony
P22936,sports_leisure
P14782,furniture_decor
P28906,auto
P28365,bed_bath_table
P18538,bed_bath_table
P3446,fashion_bags_accessories
P15387,computers_accessories
P10993,fashion_shoes
P1476,housewares
P19924,sports_leisure
P23571,furniture_decor
P20704,luggage_accessories
P8777,fixed_telephony
P22795,telephony
P18385,baby
P8516,cool_stuff
P6942,toys
P30093,auto
P263,auto
P22726,housewares
P24057,furniture_decor
P25370,health_beauty
P11584,auto
P15961,bed_bath_table
P1373,furniture_decor
P12018,housewares
P5452,housewares
P30012,health_beauty
P13188,sports_leisure
P16198,housewares
P24496,telephony
P15045,health_beauty
P22905,electronics
P22612,cool_stuff
P26121,housewares
P12402,construction_tools_construction
P5922,telephony
P3652,party_supplies
P6949,garden_tools
P25500,musical_instruments
P3511,health_beauty
P7003,computers_accessories
P22493,bed_bath_table
P6608,bed_bath_table
P14174,telephony
P13192,housewares
P5858,stationery
P18027,sports_leisure
P13958,housewares
P10698,sports_leisure
P3523,home_appliances
P25395,drinks
P4611,auto
P2373,sports_leisure
P8181,garden_tools
P19396,stationery
P2657,fashion_bags_accessories
P14760,baby
P23424,sports_leisure
P25741,furniture_decor
P30641,perfumery
P27337,garden_tools
P18004,sports_leisure
P15559,garden_tools
P15492,computers_accessories
P25257,computers_accessories
P9428,housewares
P24346,health_beauty
