user_id,category_1,products_1,category_2,products_2,category_3,products_3,category_4,products_4,category_5,products_5
C57057,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C38657,art,"['P15406', 'P13189', 'P18284', 'P27339', 'P21127']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C84298,musical_instruments,"['P20822', 'P5164', 'P8763', 'P24415', 'P31343']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C37283,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C53674,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C63623,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",,
C83767,telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C89082,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C31398,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C24144,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C51023,small_appliances,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C49967,electronics,"['P28404', 'P27612', 'P2949', 'P19475', 'P5679']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C44344,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",food,"['P23317', 'P20373', 'P17672', 'P21112', 'P29007']",health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']"
C83783,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C22255,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C56290,watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C51441,perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C36215,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",,
C11873,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",,
C66511,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",costruction_tools_tools,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",,
C14752,consoles_games,"['P20822', 'P5164', 'P8763', 'P24415', 'P31343']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",home_appliances_2,"['P15406', 'P13189', 'P18284', 'P27339', 'P21127']",baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']"
C65088,costruction_tools_garden,"['P5084', 'P28862', 'P21866', 'P6904', 'P29736']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",,
C33835,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C49824,construction_tools_safety,"['P27506', 'P29448', 'P1696', 'P9989', 'P7470']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C22099,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C32541,telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",home_appliances_2,"['P15406', 'P13189', 'P18284', 'P27339', 'P21127']"
C45127,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C81877,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C51736,food_drink,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C57286,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C75060,watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C8928,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C47144,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",food,"['P23317', 'P20373', 'P17672', 'P21112', 'P29007']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",home_appliances_2,"['P15406', 'P13189', 'P18284', 'P27339', 'P21127']"
C33909,musical_instruments,"['P20822', 'P5164', 'P8763', 'P24415', 'P31343']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C5214,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C79089,electronics,"['P28404', 'P27612', 'P2949', 'P19475', 'P5679']",luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']"
C79125,cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C72094,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",,
C13633,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']"
C1154,auto,"['P16030', 'P11797', 'P27197', 'P3062', 'P20330']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C23237,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C92066,telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C67678,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C53666,baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C44730,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",,
C77346,telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C20637,watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C36618,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C9382,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C64968,luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C65256,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",auto,"['P16030', 'P11797', 'P27197', 'P3062', 'P20330']",garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']"
C10379,perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C2992,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",,
C24060,auto,"['P16030', 'P11797', 'P27197', 'P3062', 'P20330']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C66590,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C91442,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",food,"['P23317', 'P20373', 'P17672', 'P21112', 'P29007']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",,
C14246,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C87636,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C3762,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C88720,sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C50822,perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C8014,cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",cine_photo,"['P5711', 'P30561', 'P20441', 'P16109', 'P25245']"
C53328,office_furniture,"['P23317', 'P20373', 'P17672', 'P21112', 'P29007']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
